Entity Name;Trade Name;License Number;Facility Type;Address;Address Zip Code;Location;Telephone Number;Number of Spaces
PARKING COMPANY OF AMERICA AIRPORTS, LLC;AVISTAR AIRPORT PARKING;1335207;Parking Lot;"110 00 ROCKAWAY BOULEVARD
OZONE PARK, NY 11420";11420;40.6733452427,-73.8177071716;7183222221;500
CRYSTAL CAR PARK, LLC;GGMC;1157547;Parking Garage;"200 24 STREET
NEW YORK, NY 10010";10010;40.7394586653,-73.9826449451;2129966363;54
SOHO VILLAGE PARKING, LLC;;1199393;Garage - Parking Lot Combo;"610 BROADWAY
NEW YORK, NY 10012";10012;40.7257556618,-73.9964838364;2126869800;126
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1187786;Parking Garage;"34 RIVER TERRACE
NEW YORK, NY 10282";10282;40.7176977616,-74.0156886871;2125025490;123
TIMES SQUARE GARAGE LLC;MEYERS PARKING;1181002;Parking Garage;"141 145 WEST 43 STREET
NEW YORK, NY 10036";10036;40.7593468272,-73.9898605544;2125025490;423
ULTIMATE 54 PARKING LLC;;1246538;Parking Garage;"390 PARK AVENUE
NEW YORK, NY 10022";10022;40.7594544117,-73.9724931602;2126869800;149
CHELSEA ENCLAVE GARAGE LLC;;1345812;Parking Garage;"177 9 AVENUE
NEW YORK, NY 10011";10011;40.7449242365,-74.0025006665;2149562280;36
MANHATTAN PARKING SYSTEM W 58TH ST CORP;;367518;Parking Garage;"200 67 STREET
NEW YORK, NY 10021";10021;40.6387463519,-74.027567006;2122493344;106
10 W 66TH ST GARAGE CORP;GGMC;883451;Parking Garage;"10 66 STREET
NEW YORK, NY 10023";10023;40.7725181606,-73.9790718629;2129966363;195
NEW YORK PARKING, LLC;;1345655;Parking Lot;"81 MERCER STREET
NEW YORK, NY 10012";10012;40.7228148788,-74.0001081042;9176622430;21
EDISON 9TH AVE PARKING CORP;;898031;Parking Garage;"440 33 STREET
NEW YORK, NY 10001";10001;40.753260837,-73.9981464209;2016432080;82
50 EAST 79TH STREET CAR PARK LLC;GGMC;1222882;Parking Garage;"50 79 STREET
NEW YORK, NY 10021";10021;40.6305830608,-74.0366705552;2129966363;48
INSTANT PARKING LLC;;469220;Parking Garage;"434 80 STREET
NEW YORK, NY 10021";10021;40.6266990313,-74.0256976672;2126869800;49
SUFFOLK PARKING INC;;1226909;Parking Lot;"44 54 SUFFOLK STREET
NEW YORK, NY 10002";10002;40.7161214679,-73.9858314702;2125334640;100
ANITA HOLDING LLC;;1352539;Parking Garage;"9905 63 ROAD
REGO PARK, NY 11374";11374;40.7325490661,-73.8569582792;2125642111;297
333 W 46TH ST CORP;;469197;Parking Lot;"327 46 STREET
NEW YORK, NY 10036";10036;40.7601521232,-73.9887103973;2122658185;95
EAST 111 STREET PROPERTIES, LLC;;1206949;Parking Lot;"409 110 STREET
NEW YORK, NY 10029";10029;40.7921686753,-73.9380795455;9736437700;110
MUSS, HYMAN - ET AL;C E TOWERS CO;800489;Garage - Parking Lot Combo;"118 35 QUEENS BOULEVARD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;7182633800;582
MINETTA LANE PARKING LLC;;1313161;Parking Garage;"122 3 STREET
NEW YORK, NY 10012";10012;40.7306569668,-74.0005847448;2127773530;300
CITISAFE PARKING CORP.;;1135386;Parking Lot;"1355 CROMWELL AVENUE
BRONX, NY 10452";10452;40.8397674263,-73.9204240857;2125416050;100
PACIFIC PARKING LLC;;1244293;Parking Garage;"700 PACIFIC STREET
BROOKLYN, NY 11217";11217;40.6819187974,-73.9724142562;2033212129;170
EDISON NY PARKING LLC;;976955;Parking Lot;"409 35 STREET
NEW YORK, NY 10001";10001;40.754601717,-73.9970199249;2124636000;122
FANDA PARKING LLC;;1126177;Parking Garage;"340 74 STREET
NEW YORK, NY 10021";10021;40.7693907667,-73.9557085756;2125945050;38
IMPERIAL HOUSE PARKING LLC;;976184;Parking Garage;"150 69 STREET
NEW YORK, NY 10021";10021;40.7682517541,-73.9631287916;2127142442;139
165 W 66TH STREET PARKING LLC;;368337;Parking Garage;"165 66 STREET
NEW YORK, NY 10023";10023;40.7744051455,-73.9833447024;2126869800;77
2875 WEST EIGHT     STREET ASSOCIATES LP;;904670;Parking Lot;"2875 8 STREET
BROOKLYN, NY 11224";11224;40.5775457943,-73.9763127041;7185226800;310
222 EAST 69TH       GARAGE CORP;;367720;Parking Garage;"222 69 STREET
NEW YORK, NY 10021";10021;40.7675543743,-73.961479517;2124072516;157
86 ST PARKING GARAGE CORP;;1085597;Parking Garage;"86 10 ROOSEVELT AVENUE
QUEENS, NY 11372";11372;40.7516307394,-73.8836125453;7186514273;75
CHAMPION LENOX LLC;;1152784;Parking Garage;"176 77 STREET
NEW YORK, NY 10021";10021;40.6307800925,-74.0317126582;2123085959;79
ALBANY STREET PARKING LLC;;1230602;Parking Lot;"90 WEST STREET
NEW YORK, NY 10006";10006;40.7100534992,-74.0146321549;2126869800;65
DKBK PARKING LLC;;1341974;Parking Lot;"358 LAFAYETTE STREET
NEW YORK, NY 10012";10012;40.7268438414,-73.9939567415;6462462162;25
CENTRAL PARKING SYSTEM OF NEW YORK INC;;999985;Parking Garage;"115 143 FORT WASHINGTON AVENUE
NEW YORK, NY 10032";10032;40.8369303491,-73.949178522;2123052718;1365
HARL PARKING CORP.;;1338636;Parking Garage;"1481 5 AVENUE
NEW YORK, NY 10035";10035;40.8028905122,-73.944826779;2129299404;152
4300 CRESCENT ST. PARKING, LLC;;1283555;Parking Lot;"43 29 CRESCENT STREET
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;2127145571;25
SUTTON 53 PARKING LLC;;1185631;Parking Garage;"410 422 EAST 54 STREET
NEW YORK, NY 10022";10022;40.758630224,-73.9680918222;2126869800;182
FN PARKING CORP.;;1298297;Parking Garage;"1829 JEROME AVENUE
BRONX, NY 10453";10453;40.8500189637,-73.9107513118;9173999429;101
KENT GARAGE, CORP;;1244304;Parking Garage;"444 KENT AVENUE
BROOKLYN, NY 11211";11211;40.7092740372,-73.9685270159;2127367171;146
PALMIERO, JOHN &    ESTHER;AMERICAN CLAIMS CO;811361;Parking Lot;"726 CHURCH AVENUE
BROOKLYN, NY 11218";11218;40.6455350468,-73.9728031465;7183326263;22
ELLMAN, LEE E;;368285;Parking Garage;"118 21 QUEENS BOULEVARD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;7185750045;42
PANTOJA USED CAR, INC;;1093573;Parking Garage;"1962 CROTONA PARKWAY
BRONX, NY 10460";10460;40.8426237899,-73.8852497238;7186178548;50
CHAMPION MULBERRY LLC;;1163769;Parking Garage;"62 MULBERRY STREET
NEW YORK, NY 10013";10013;40.7156472822,-73.9994336126;2123085959;191
CREST CAR PARK LLC;;1293275;Parking Garage;"302 2 STREET
BROOKLYN, NY 11215";11215;40.6744270107,-73.984961166;2122216111;23
HIGH RISE PARKING LLC;;986565;Parking Lot;"200 210 WEST 71 STREET
NEW YORK, NY 10023";10023;40.7745361382,-73.9799433561;2126869800;200
SOUTH SIDE PARKING SYSTEMS, INC.;;1248142;Parking Lot;"143 19 94 AVENUE
JAMAICA, NY 11435";11435;40.7011926491,-73.8097966558;7186584000;52
MERIT PARKING LLC;;760802;Parking Garage;"39429 107 STREET
NEW YORK, NY 10029";10029;40.7916107206,-73.9440322811;2126869800;1000
RIVERBAY CORP;;692571;Parking Garage;"99 ASCH LOOP
BRONX, NY 10475";10475;40.8692300314,-73.8305442148;7187203326;1361
MARILU PARKING CORP;;910018;Parking Lot;"39381 47 AVENUE
LONG ISLAND CITY, NY 11101";11101;40.74626131,-73.9566323214;7187298531;40
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1226138;Parking Garage;"39218 102 STREET
NEW YORK, NY 10029";10029;40.7916107206,-73.9440322811;2125025490;400
258-262 LAFAYETTE LLC;;1248479;Parking Lot;"258 262 LAFAYETTE STREET
NEW YORK, NY 10012";10012;40.7255380209,-73.9978964106;9174162150;60
G & M PARKING LOT, INC.;;1188922;Parking Lot;"2740 WEBSTER AVENUE
BRONX, NY 10458";10458;40.8641083182,-73.8881651061;2129999999;118
10 ST. PARKING CORP.;;925245;Parking Lot;"38 HENRY STREET
NEW YORK, NY 10002";10002;40.7128992474,-73.9956389172;2125755335;150
LIC LOT, LLC;;1283038;Parking Lot;"23 02 42ND ROAD
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;2125755335;85
60TH STORAGE CORP;;941633;Parking Garage;"220 60 STREET
NEW YORK, NY 10022";10022;40.76203415,-73.9658619599;2127373279;32
THE MCDONO CORPORATION;;368105;Parking Garage;"679 85 MCDONOUGH STREET
BROOKLYN, NY 11233";11233;40.6781304382,-73.9197764755;7187568490;25
157 57 THIRD CORP;;1005177;Parking Garage;"153 57 STREET
NEW YORK, NY 10022";10022;40.7605414379,-73.9682271382;2123558962;38
LIVINGSTON CAR PARK, LLC.;GGMC;1230769;Parking Garage;"141 LIVINGSTON STREET
NEW YORK, NY 11201";11201;40.6906427056,-73.988266989;2129966363;18
FRACLAC REALTY CORPORATION;;427414;Parking Lot;"324 11 STREET
NEW YORK, NY 10003";10003;40.7300928171,-73.9857888076;2126742097;8
IMPARK HSW LLC;;1155478;Parking Lot;"315 17 WEST 42 STREET
NEW YORK, NY 10036";10036;40.7593468272,-73.9898605544;2129378660;80
WOOSTER PARKING CORP;;901637;Parking Garage;"349 CANAL STREET
NEW YORK, NY 10013";10013;40.7207374449,-74.0037413651;2122268541;225
EVAN PARKING INC;;1301282;Parking Lot;"323 10 AVENUE
NEW YORK, NY 10001";10001;40.7512509428,-74.0016366466;2122653088;40
CONCERTO GARAGE CORP;;884653;Parking Garage;"200 60 STREET
NEW YORK, NY 10023";10023;40.7710673975,-73.9871826808;2129562280;265
COMMAND PARKING LLC;;369777;Parking Garage;"1700 BROADWAY
NEW YORK, NY 10019";10019;40.764051238,-73.9824554591;2126869800;122
NARRAGANSETT PARTNERS, L.L.C.;;1310679;Parking Garage;"124 63 STREET
NEW YORK, NY 10065";10065;40.764957109,-73.9669141281;2128382720;134
AYALA, DOMINGO;;428539;Parking Lot;"1255 WHITE PLAINS ROAD
BRONX, NY 10472";10472;40.8324666317,-73.8625476418;7188423543;20
EDISON NY PARKING LLC;;926756;Parking Lot;"245 28 STREET
NEW YORK, NY 10001";10001;40.7478020015,-73.994631336;2124636000;131
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1204272;Parking Lot;"28 11 47 AVENUE
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;2125025490;225
21ST GARAGE LLC.;;1268783;Parking Lot;"444 446 10 AVENUE
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2126270012;25
NEW WEST MANAGEMENT CORP;;906639;Parking Garage;"1810 LORING PLACE
BRONX, NY 10453";10453;40.852149807,-73.9161976122;2125416050;65
57 & 11 PARKING CORP;;429031;Parking Garage;"622 57 STREET
NEW YORK, NY 10019";10019;40.7707217633,-73.9923649415;2128887400;1000
205 E 38TH ST PARKING LLC;;427177;Parking Garage;"205 38 STREET
NEW YORK, NY 10016";10016;40.7480408617,-73.9758084229;2126869800;125
CENTRAL PARKING SYSTEMS OF NEW YORK, INC;;1353957;Parking Lot;"3030 NORTHERN BLVD
ASTORIA, NY 11101";11101;40.7510917707,-73.9345474511;2125025490;99
55 E 125 ST CORP;;1004129;Parking Garage;"55 125 STREET
NEW YORK, NY 10027";10027;40.8072792037,-73.9443051722;2128661000;47
60 SUTTON PLACE PARKING LLC.;;1114865;Parking Garage;"60 SUTTON PLACE
NEW YORK, NY 10022";10022;40.7552893972,-73.9622466467;2128887400;213
EDISON NY PARKING LLC;;1040211;Parking Lot;"507 21 STREET
NEW YORK, NY 10011";10011;40.7467371079,-74.0058131619;2126315995;49
BAUTISTA, ARCADIO;BAUTISTA PARKING;1117900;Parking Lot;"640 GERARD AVENUE
BRONX, NY 10451";10451;40.821646933,-73.9281685559;7189933054;50
BARCLAY STREET PARKING LLC;;1170235;Parking Lot;"233 BROADWAY
NEW YORK, NY 10007";10007;40.7124149427,-74.0078102431;2126869800;150
STANDARD PARKING CORPORATION;;1231677;Parking Garage;"96 05 QUEENS BOULEVARD
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;7188974833;1265
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1144401;Parking Garage;"138 146 EAST 50 STREET
NEW YORK, NY 10022";10022;40.758630224,-73.9680918222;2126296602;185
RIVERBAY CORP;;692569;Parking Garage;"99 DREISER LOOP
BRONX, NY 10475";10475;40.8783474628,-73.8282154701;7183203326;1361
J.K.H BUSINESS CORP;;1189991;Parking Lot;"1579 UNDERCLIFF AVENUE
BRONX, NY 10453";10453;40.8480097308,-73.9228876425;9999999999;72
KINNEY PARKING SYSTEM, INC.;CENTRAL PARKING SYSTEM;1196587;Parking Lot;"20 24 VARICK STREET
NEW YORK, NY 10013";10013;40.7212421888,-74.0088890002;2125025490;92
O.S. CARBURATORS & IGNITION SALES & SERVICES, CORP;;812452;Parking Lot;"577 MANHATTAN AVENUE
BROOKLYN, NY 11222";11222;40.7226536091,-73.9501852475;7183897282;99
VOMVOLAKIS, ANGELA;;366315;Parking Lot;"287 PACIFIC STREET
BROOKLYN, NY 11201";11201;40.6878341145,-73.9891160656;7188336404;20
VANBRIDGE ASSOCIATES LLC;VANBRIDGE HOLDING CO;733100;Parking Lot;"3201 BAINBRIDGE AVENUE
BRONX, NY 10467";10467;40.8757573609,-73.8796038752;7188823304;44
220 RIVERSIDE PARKING LLC;;1217500;Parking Garage;"220 RIVERSIDE BOULEVARD
NEW YORK, NY 10069";10069;40.7795388523,-73.9879756728;2126869800;290
LOWER EAST SIDE DISTRICT MANAGEMENT ASSOCIATION INC;;1220509;Parking Lot;"135 DELANCEY STREET
NEW YORK, NY 10002";10002;40.7178527645,-73.9869847601;2125025490;294
DANAE MARRERO;SAFE PARKING 111;1321159;Parking Lot;"2835 WHITE PLAINS ROAD
BRONX, NY 10467";10467;40.8670428642,-73.8673916017;9175674884;68
COSMOPOLITAN PARKING CORP;SAA;899744;Garage - Parking Lot Combo;"34 36 EAST 21 STREET
MANHATTAN, NY 10010";10010;40.7391407821,-73.9828984564;2122493344;36
MANHATTAN ENTERPRISES INC.;;1342885;Parking Garage;"575 MADISON AVENUE
NEW YORK, NY 10022";10022;40.7617499712,-73.9727085728;2124903460;99
STANDARD PARKING CORP;;1343769;Parking Garage;"4028 COLLEGE POINT BOULEVARD
FLUSHING, NY 11354";11354;40.7571111597,-73.8340423592;2129163480;949
1749-1753 FIRST AVENUE GARAGE CORP.;;1248251;Parking Garage;"354 91 STREET
NEW YORK, NY 10128";10128;40.7804592513,-73.9480866377;2123690284;20
THE BERGER'S PARKING CORPORATION;196 GARAGE;367613;Parking Garage;"196 75 STREET
NEW YORK, NY 10021";10021;40.7716980556,-73.9592594897;2125358291;27
ALLIANCE DAG PARKING, LLC;;1298408;Parking Garage;"240 47 STREET
NEW YORK, NY 10017";10017;40.7531220311,-73.9702056467;2125810535;37
2 J'S PARKING LOT INC;;897188;Parking Lot;"2768 WEBSTER AVENUE
BRONX, NY 10458";10458;40.8659183718,-73.8858194539;7183653468;117
STANDARD PARKING CORPORATION;;1280445;Parking Lot;"100 151 STREET
BRONX, NY 10451";10451;40.8228435609,-73.9288108318;7185384249;170
FIVE BROTHER'S PARKING CORP;;1303478;Parking Lot;"1740 1746 ANDREWS AVENUE
BRONX, NY 10463";10463;40.8818719628,-73.9112074805;6462258626;125
PAAL PARKING CORP;;1030925;Parking Garage;"2010 WESTCHESTER AVENUE
BRONX, NY 10462";10462;40.8335706551,-73.8573361609;7188929379;145
23RD STREET PARKING LLC;;1122123;Parking Garage;"318 322 EAST 23 STREET
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;2126869800;53
HEIGHTS MANAGEMENT 63 LLC;;1318575;Parking Garage;"405 63 STREET
NEW YORK, NY 10065";10065;40.7616565972,-73.95907204;7187882109;39
BRADY PARKING INC.;;1311252;Parking Garage;"800 BRADY AVENUE
BRONX, NY 10462";10462;40.8523252837,-73.8639084206;7185973232;100
HUDSON OPERATING LLC;;1316589;Parking Garage;"345 END AVENUE
NEW YORK, NY 10280";10280;40.7095945123,-74.0202245355;2127511080;687
DANESPARKING CORP;;1342009;Parking Lot;"53 177 STREET
BRONX, NY 10453";10453;40.8499090777,-73.909088418;3472700247;46
QUIK PARK EAGLE LLC;;1192937;Parking Garage;"240 41 STREET
NEW YORK, NY 10017";10017;40.7495532131,-73.973710508;2128322066;74
1725 PARKING LLC;;1078653;Parking Garage;"1725 YORK AVENUE
NEW YORK, NY 10128";10128;40.7781681497,-73.9454922773;2126869800;104
CHAMPION BROADWAY PARKING CORP;;924489;Parking Garage;"60 8 STREET
NEW YORK, NY 10003";10003;40.7307828719,-73.9928685618;2122493344;169
TARGEE PARKING, LLC.;;1331863;Parking Lot;"49 TARGEE STREET
STATEN ISLAND, NY 10304";10304;40.6258751045,-74.0833088632;9173062415;23
ASTORIA NY HOLDINGS LLC;U-SAVE CAR & TRUCK RENTAL;1357841;Parking Lot;"8415 ASTORIA BLVD
EAST ELMHURST, NY 11370";11370;40.7647609895,-73.8849794269;7185657222;30
KINNEY PARKING SYSTEM INC.;CENTRAL PARKING SYSTEM;1206731;Parking Garage;"65 75 SAUNDERS STREET
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;2125025490;132
DISTINCTIVE PARKING LLC;DISTINCTIVE LLC;367984;Parking Garage;"35 39 EAST 61 STREET
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2126869800;129
KINNEY SYSTEMS INC;;947321;Parking Garage;"3450 BAINBRIDGE AVENUE
BRONX, NY 10467";10467;40.8803165605,-73.8787089502;2128894444;390
ENTERPRISE 49 PARKING LLC;;1346835;Parking Lot;"677 11 AVENUE
NEW YORK, NY 10019";10019;40.7651010006,-73.9952877381;2125643199;107
SYD PARKING, LLC.;;1257136;Parking Garage;"405 56 STREET
NEW YORK, NY 10022";10022;40.7573128718,-73.9626603349;2127504274;56
CICCIU, FORTUNATO;FORTUNATO CICCIU    PARKING LOT;836347;Parking Lot;"2336 CAMBRELENG AVENUE
BRONX, NY 10458";10458;40.8531073152,-73.8859178443;7183659547;14
R A D VALET PARKING INC;;1295487;Parking Garage;"5423 8 AVENUE
BROOKLYN, NY 11220";11220;40.6387277001,-74.0061470843;9179681178;41
LAZ PARKING OF NEW YORK/NEW JERSEY, INC;;1228876;Garage - Parking Lot Combo;"80 20 COOPER AVENUE
QUEENS, NY 11385";11385;40.7012248916,-73.8833485844;2122652239;660
512-520 W 112TH ST GARAGE CORP;GGMC;859390;Parking Garage;"516 112 STREET
NEW YORK, NY 10025";10025;40.8047521088,-73.9641082433;2129966363;77
RIVER YORK BARCLAY LLC;;1071281;Parking Garage;"1749 YORK AVENUE
NEW YORK, NY 10128";10128;40.7795583575,-73.9445871307;2128609888;150
M.C. PARKING LLC;;1040786;Parking Lot;"13 GOLD STREET
NEW YORK, NY 10038";10038;40.7076660768,-74.0069799015;2125945050;9
23-24 OPERATING CORP;;1203270;Parking Lot;"39 23 STREET
NEW YORK, NY 10010";10010;40.7422042617,-73.9911508567;2129299404;42
69 EAST LLC;;1155071;Parking Garage;"200 69TH STREET
NEW YORK, NY 10021";10021;40.7676460819,-73.9616261145;2125643199;200
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1072920;Parking Garage;"90 OCEANA DRIVE
BROOKLYN, NY 11235";11235;40.5767653318,-73.9585358445;2126296602;262
403 LAFAYETTE LLC;;1026633;Parking Garage;"403 LAFAYETTE STREET
NEW YORK, NY 10003";10003;40.728336716,-73.9926886974;2122541263;267
QUIK PARK BPC LLC;;1326545;Parking Garage;"70 LITTLE WEST STREET
NEW YORK, NY 10004";10004;40.7404963273,-74.0084957959;2128322066;100
MP TAX SERVICES CORP;WASHINGTON PARKING;1284361;Parking Lot;"1108 WASHINGTON AVENUE
BRONX, NY 10456";10456;40.8285355081,-73.9084106291;3472715221;50
TOWER 25 PARKING LLC;;1331651;Parking Garage;"305 24 STREET
NEW YORK, NY 10010";10010;40.7384803139,-73.980178778;2126869800;146
MEDICI, IMMACULATE A;;1006043;Parking Lot;"382 384 HUMBOLT STREET
BROOKLYN, NY 11211";11211;40.7115897653,-73.9581767508;2127140004;8
160 EAST 84TH STREET ASSOCIATES LLC;;1318653;Parking Lot;"160 84 STREET
NEW YORK, NY 10028";10028;40.7779388342,-73.9560623481;2122797600;21
ABILITY PARKING CORP;;429678;Parking Garage;"200 END AVENUE
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2122493344;41
SALVATOR, JOSEPH;J & S PARKING FACILITY;1261502;Garage - Parking Lot Combo;"284 NASSAU AVENUE
BROOKLYN, NY 11222";11222;40.7260782285,-73.9393944695;3475895454;25
ESP GROUP OF NEW YORK, INC.;;1277075;Garage - Parking Lot Combo;"354 CLARKSON AVENUE
BROOKLYN, NY 11226";11226;40.6555106669,-73.9481496765;7184697672;100
WETHEROLE LLC;;1263718;Parking Garage;"65 74 WETHEROLE STREET
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;7188969896;25
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1253687;Parking Garage;"200 CHAMBERS STREET
NEW YORK, NY 10007";10007;40.7166937944,-74.0118858589;2125025490;60
GLOBAL EXPRESS LINES, INC.;;1246253;Parking Lot;"691 149 STREET
BRONX, NY 10455";10455;40.8134053419,-73.90973295;7182929796;20
JTE SERVICE STATION INC;;1251238;Parking Lot;"242 DYCKMAN STREET
NEW YORK, NY 10034";10034;40.8662657356,-73.928171335;2125694700;24
WINDSOR GARAGE PARTNERS, LLC;;1308679;Parking Garage;"332 76 STREET
NEW YORK, NY 10021";10021;40.7710814921,-73.9557535417;2122886969;290
PRESTIGE GARAGE CORP.;;1089427;Parking Garage;"25 SUTTON PLACE
NEW YORK, NY 10022";10022;40.7581492413,-73.9600972671;2127367171;150
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1200481;Parking Lot;"1886 BROADWAY
NEW YORK, NY 10023";10023;40.7707487429,-73.9820227381;2125025490;75
PARK KWIK, LLC.;;1258566;Parking Lot;"90 WASHINGTON STREET
BROOKLYN, NY 11201";11201;40.7016552757,-73.9897192084;9999999999;250
550 WEST 25TH CAR PARK, LLC;GGMC;1192617;Parking Garage;"550 25 STREET
NEW YORK, NY 10001";10001;40.7498664854,-74.0053421584;2129966363;163
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1088121;Parking Garage;"553 571 AVENUE
NEW YORK, NY 10011";10011;40.7447152667,-74.0046000003;2126048538;90
111-115 EAST 24TH PARKING LLC;;1248480;Parking Lot;"111 115 EAST 24 STREET
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;9174162150;45
242-248 NEWKIRK AVENUE REALTY, LLC;;1309374;Parking Lot;"244 NEWKIRK AVENUE
BROOKLYN, NY 11230";11230;40.6319448126,-73.9708509387;7189836477;15
KINNEY PARKING SYSTEM INC.;CENTRAL PARKING SYSTEM;1201681;Parking Garage;"224 MULBERRY STREET
NEW YORK, NY 10012";10012;40.7223832042,-73.9960881347;2125025490;150
3223 JOHNSON SERVICES INC;;831034;Garage - Parking Lot Combo;"3223 JOHNSON AVENUE
BRONX, NY 10463";10463;40.8837099754,-73.9104170943;7185853857;36
CHELNICK PARKING CORP;CHELNIK PARKING;428990;Garage - Parking Lot Combo;"880 5 AVENUE
NEW YORK, NY 10021";10021;40.7707757226,-73.9682451247;2127511080;110
MP 97 LLC;;1230416;Garage - Parking Lot Combo;"217 96 STREET
NEW YORK, NY 10128";10128;40.785052597,-73.9489271544;2124903460;200
ELBERT HOLDING CORP;;428135;Parking Garage;"142 21 STREET
NEW YORK, NY 10011";10011;40.7424111058,-73.9956384737;2129293676;129
STOP-PARK GARAGE CORP;CENTRAL PARKING SYSTEM;427429;Parking Garage;"18 MORTON STREET
NEW YORK, NY 10014";10014;40.7311937513,-74.0039252685;2126296602;180
LEXINGTON GARAGE CORP.;;1114184;Parking Garage;"1501 LEXINGTON AVENUE
NEW YORK, NY 10029";10029;40.7864239259,-73.9505284807;2127367171;150
CITY FUELS LLC;;1340500;Parking Lot;"4353 BROADWAY
NEW YORK, NY 10033";10033;40.8534234171,-73.9340708875;2127400001;5
ALL PARKING CORP;RUSH PARKING;1357474;Parking Lot;"5051 BROADWAY
NEW YORK, NY 10034";10034;40.8700380446,-73.9156897311;6464382955;100
FIESTA CAR PARK, LLC;;1298309;Parking Garage;"466 468 11 AVENUE
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;2122216111;30
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1340514;Parking Garage;"343 GOLD STREET
BROOKLYN, NY 11201";11201;40.6945316047,-73.9832410952;2125025490;252
